category,yyyy,mm,platform_type,gmv
생활용품,2018,05,web,259687
자동차 및 자동차용품,2018,05,web,32931
가구,2018,05,web,91504
애완용품,2018,05,web,22195
여행 및 교통서비스,2018,05,web,632925
문화 및 레저서비스,2018,05,web,61998
e쿠폰서비스,2018,05,web,31942
음식서비스,2018,05,web,33475
기타서비스,2018,05,web,29079
기타,2018,05,web,105807
컴퓨터 및 주변기기,2018,06,mobile,151440
가전·전자·통신기기,2018,06,mobile,539531
서적,2018,06,mobile,45257
사무·문구,2018,06,mobile,23319
의복,2018,06,mobile,607131
신발,2018,06,mobile,108990
가방,2018,06,mobile,131338
패션용품 및 액세서리,2018,06,mobile,124943
스포츠·레저용품,2018,06,mobile,191456
화장품,2018,06,mobile,439341
아동·유아용품,2018,06,mobile,199563
음·식료품,2018,06,mobile,533452
농축수산물,2018,06,mobile,145068
생활용품,2018,06,mobile,442828
자동차 및 자동차용품,2018,06,mobile,48528
가구,2018,06,mobile,153625
애완용품,2018,06,mobile,51652
여행 및 교통서비스,2018,06,mobile,786901
문화 및 레저서비스,2018,06,mobile,94653
e쿠폰서비스,2018,06,mobile,130958
음식서비스,2018,06,mobile,374849
기타서비스,2018,06,mobile,28634
기타,2018,06,mobile,104495
컴퓨터 및 주변기기,2018,06,web,220404
가전·전자·통신기기,2018,06,web,424143
서적,2018,06,web,72096
사무·문구,2018,06,web,36238
의복,2018,06,web,410733
신발,2018,06,web,55260
가방,2018,06,web,45187
패션용품 및 액세서리,2018,06,web,64458
스포츠·레저용품,2018,06,web,133562
화장품,2018,06,web,333163
아동·유아용품,2018,06,web,72371
음·식료품,2018,06,web,277793
농축수산물,2018,06,web,69204
생활용품,2018,06,web,245069
자동차 및 자동차용품,2018,06,web,32724
가구,2018,06,web,89702
애완용품,2018,06,web,23474
여행 및 교통서비스,2018,06,web,627024
문화 및 레저서비스,2018,06,web,74968
e쿠폰서비스,2018,06,web,34733
음식서비스,2018,06,web,38204
기타서비스,2018,06,web,30702
기타,2018,06,web,95910
컴퓨터 및 주변기기,2018,07,mobile,164775
가전·전자·통신기기,2018,07,mobile,676637
서적,2018,07,mobile,57737
사무·문구,2018,07,mobile,24920
의복,2018,07,mobile,597582
신발,2018,07,mobile,106288
가방,2018,07,mobile,141822
패션용품 및 액세서리,2018,07,mobile,139706
스포츠·레저용품,2018,07,mobile,215110
화장품,2018,07,mobile,443006
아동·유아용품,2018,07,mobile,215258
음·식료품,2018,07,mobile,568131
농축수산물,2018,07,mobile,149306
생활용품,2018,07,mobile,481341
자동차 및 자동차용품,2018,07,mobile,55245
가구,2018,07,mobile,159115
애완용품,2018,07,mobile,53975
여행 및 교통서비스,2018,07,mobile,899752
문화 및 레저서비스,2018,07,mobile,100614
e쿠폰서비스,2018,07,mobile,139718
음식서비스,2018,07,mobile,415437
기타서비스,2018,07,mobile,31983
기타,2018,07,mobile,106564
컴퓨터 및 주변기기,2018,07,web,239475
가전·전자·통신기기,2018,07,web,511557
서적,2018,07,web,90323
사무·문구,2018,07,web,37606
의복,2018,07,web,394750
신발,2018,07,web,51664
가방,2018,07,web,50196
패션용품 및 액세서리,2018,07,web,70239
스포츠·레저용품,2018,07,web,145252
화장품,2018,07,web,335961
아동·유아용품,2018,07,web,72132
음·식료품,2018,07,web,298775
농축수산물,2018,07,web,74924
생활용품,2018,07,web,258839
자동차 및 자동차용품,2018,07,web,35786
가구,2018,07,web,88726
애완용품,2018,07,web,21873
여행 및 교통서비스,2018,07,web,668379
문화 및 레저서비스,2018,07,web,63614
e쿠폰서비스,2018,07,web,32188
음식서비스,2018,07,web,41490
기타서비스,2018,07,web,30437
기타,2018,07,web,95215
컴퓨터 및 주변기기,2018,08,mobile,169705
가전·전자·통신기기,2018,08,mobile,535814
서적,2018,08,mobile,57276
사무·문구,2018,08,mobile,24461
의복,2018,08,mobile,501473
신발,2018,08,mobile,87067
가방,2018,08,mobile,135402
패션용품 및 액세서리,2018,08,mobile,127241
스포츠·레저용품,2018,08,mobile,176711
화장품,2018,08,mobile,459509
아동·유아용품,2018,08,mobile,207562
음·식료품,2018,08,mobile,603681
농축수산물,2018,08,mobile,160790
생활용품,2018,08,mobile,470832
자동차 및 자동차용품,2018,08,mobile,51583
가구,2018,08,mobile,157881
애완용품,2018,08,mobile,50031
여행 및 교통서비스,2018,08,mobile,909075
문화 및 레저서비스,2018,08,mobile,138171
e쿠폰서비스,2018,08,mobile,152998
음식서비스,2018,08,mobile,453319
기타서비스,2018,08,mobile,33127
기타,2018,08,mobile,106850
컴퓨터 및 주변기기,2018,08,web,249200
가전·전자·통신기기,2018,08,web,424778
서적,2018,08,web,91948
사무·문구,2018,08,web,37810
의복,2018,08,web,326889
신발,2018,08,web,38886
가방,2018,08,web,45336
패션용품 및 액세서리,2018,08,web,67109
스포츠·레저용품,2018,08,web,123519
화장품,2018,08,web,342475
아동·유아용품,2018,08,web,68243
음·식료품,2018,08,web,301451
농축수산물,2018,08,web,74292
생활용품,2018,08,web,244105
자동차 및 자동차용품,2018,08,web,33296
가구,2018,08,web,86515
애완용품,2018,08,web,21450
여행 및 교통서비스,2018,08,web,650988
문화 및 레저서비스,2018,08,web,75356
e쿠폰서비스,2018,08,web,27793
음식서비스,2018,08,web,43611
기타서비스,2018,08,web,28968
기타,2018,08,web,95804
컴퓨터 및 주변기기,2018,09,mobile,155899
가전·전자·통신기기,2018,09,mobile,451538
서적,2018,09,mobile,50715
사무·문구,2018,09,mobile,24862
의복,2018,09,mobile,604591
신발,2018,09,mobile,92588
가방,2018,09,mobile,134965
패션용품 및 액세서리,2018,09,mobile,112025
스포츠·레저용품,2018,09,mobile,178000
화장품,2018,09,mobile,456801
아동·유아용품,2018,09,mobile,205124
음·식료품,2018,09,mobile,649172
농축수산물,2018,09,mobile,183571
생활용품,2018,09,mobile,452938
자동차 및 자동차용품,2018,09,mobile,47628
가구,2018,09,mobile,158782
애완용품,2018,09,mobile,48060
여행 및 교통서비스,2018,09,mobile,749872
문화 및 레저서비스,2018,09,mobile,109445
e쿠폰서비스,2018,09,mobile,168207
음식서비스,2018,09,mobile,423648
기타서비스,2018,09,mobile,37839
기타,2018,09,mobile,116839
컴퓨터 및 주변기기,2018,09,web,226280
가전·전자·통신기기,2018,09,web,340868
서적,2018,09,web,77468
사무·문구,2018,09,web,33529
의복,2018,09,web,399362
신발,2018,09,web,46884
가방,2018,09,web,41905
패션용품 및 액세서리,2018,09,web,57332
스포츠·레저용품,2018,09,web,126162
화장품,2018,09,web,392815
아동·유아용품,2018,09,web,68616
음·식료품,2018,09,web,350883
농축수산물,2018,09,web,126449
생활용품,2018,09,web,238866
자동차 및 자동차용품,2018,09,web,30829
가구,2018,09,web,83475
애완용품,2018,09,web,18168
여행 및 교통서비스,2018,09,web,515727
문화 및 레저서비스,2018,09,web,73836
e쿠폰서비스,2018,09,web,35669
음식서비스,2018,09,web,40102
기타서비스,2018,09,web,95345
기타,2018,09,web,103602
컴퓨터 및 주변기기,2018,10,mobile,165626
가전·전자·통신기기,2018,10,mobile,559968
서적,2018,10,mobile,51156
사무·문구,2018,10,mobile,29782
의복,2018,10,mobile,857624
신발,2018,10,mobile,113895
가방,2018,10,mobile,140222
패션용품 및 액세서리,2018,10,mobile,123842
스포츠·레저용품,2018,10,mobile,232078
화장품,2018,10,mobile,492829
아동·유아용품,2018,10,mobile,231320
음·식료품,2018,10,mobile,611763
농축수산물,2018,10,mobile,158130
생활용품,2018,10,mobile,516271
자동차 및 자동차용품,2018,10,mobile,53262
가구,2018,10,mobile,193892
애완용품,2018,10,mobile,48566
여행 및 교통서비스,2018,10,mobile,742626
문화 및 레저서비스,2018,10,mobile,125104
e쿠폰서비스,2018,10,mobile,168555
음식서비스,2018,10,mobile,460967
기타서비스,2018,10,mobile,35564
기타,2018,10,mobile,129898
컴퓨터 및 주변기기,2018,10,web,254118
가전·전자·통신기기,2018,10,web,429553
서적,2018,10,web,80587
사무·문구,2018,10,web,41333
의복,2018,10,web,493284
신발,2018,10,web,50340
가방,2018,10,web,44515
패션용품 및 액세서리,2018,10,web,58805
스포츠·레저용품,2018,10,web,157246
화장품,2018,10,web,401459
아동·유아용품,2018,10,web,77542
음·식료품,2018,10,web,298644
농축수산물,2018,10,web,79931
생활용품,2018,10,web,272434
자동차 및 자동차용품,2018,10,web,34981
가구,2018,10,web,102783
애완용품,2018,10,web,21100
여행 및 교통서비스,2018,10,web,586580
문화 및 레저서비스,2018,10,web,61376
e쿠폰서비스,2018,10,web,34178
음식서비스,2018,10,web,41489
기타서비스,2018,10,web,39959
기타,2018,10,web,111266
컴퓨터 및 주변기기,2018,11,mobile,192882
가전·전자·통신기기,2018,11,mobile,664944
서적,2018,11,mobile,56107
사무·문구,2018,11,mobile,33099
의복,2018,11,mobile,927971
신발,2018,11,mobile,130879
가방,2018,11,mobile,136635
패션용품 및 액세서리,2018,11,mobile,131490
스포츠·레저용품,2018,11,mobile,223624
화장품,2018,11,mobile,512836
아동·유아용품,2018,11,mobile,230956
음·식료품,2018,11,mobile,621073
농축수산물,2018,11,mobile,170752
생활용품,2018,11,mobile,526203
자동차 및 자동차용품,2018,11,mobile,55994
가구,2018,11,mobile,192546
애완용품,2018,11,mobile,48551
여행 및 교통서비스,2018,11,mobile,747692
문화 및 레저서비스,2018,11,mobile,113638
e쿠폰서비스,2018,11,mobile,199645
음식서비스,2018,11,mobile,468405
기타서비스,2018,11,mobile,32916
기타,2018,11,mobile,169252
컴퓨터 및 주변기기,2018,11,web,275284
가전·전자·통신기기,2018,11,web,517411
서적,2018,11,web,86299
사무·문구,2018,11,web,43264
의복,2018,11,web,554222
신발,2018,11,web,57508
가방,2018,11,web,43401
패션용품 및 액세서리,2018,11,web,60670
스포츠·레저용품,2018,11,web,150248
화장품,2018,11,web,398730
아동·유아용품,2018,11,web,79117
음·식료품,2018,11,web,306595
농축수산물,2018,11,web,85916
생활용품,2018,11,web,273645
자동차 및 자동차용품,2018,11,web,42105
가구,2018,11,web,103195
애완용품,2018,11,web,19750
여행 및 교통서비스,2018,11,web,548742
문화 및 레저서비스,2018,11,web,73373
e쿠폰서비스,2018,11,web,39540
음식서비스,2018,11,web,42091
기타서비스,2018,11,web,42304
기타,2018,11,web,142644
컴퓨터 및 주변기기,2018,12,mobile,206895
가전·전자·통신기기,2018,12,mobile,573086
서적,2018,12,mobile,65657
사무·문구,2018,12,mobile,38890
의복,2018,12,mobile,880877
신발,2018,12,mobile,124855
가방,2018,12,mobile,153599
패션용품 및 액세서리,2018,12,mobile,151613
스포츠·레저용품,2018,12,mobile,199688
화장품,2018,12,mobile,520553
아동·유아용품,2018,12,mobile,292866
음·식료품,2018,12,mobile,610357
농축수산물,2018,12,mobile,173774
생활용품,2018,12,mobile,516470
자동차 및 자동차용품,2018,12,mobile,56612
가구,2018,12,mobile,181287
애완용품,2018,12,mobile,48227
여행 및 교통서비스,2018,12,mobile,824163
문화 및 레저서비스,2018,12,mobile,127346
e쿠폰서비스,2018,12,mobile,227077
음식서비스,2018,12,mobile,577758
기타서비스,2018,12,mobile,34672
기타,2018,12,mobile,168526
컴퓨터 및 주변기기,2018,12,web,294467
가전·전자·통신기기,2018,12,web,470859
서적,2018,12,web,102843
사무·문구,2018,12,web,50853
의복,2018,12,web,509666
신발,2018,12,web,54381
가방,2018,12,web,47722
패션용품 및 액세서리,2018,12,web,69189
스포츠·레저용품,2018,12,web,133187
화장품,2018,12,web,352694
아동·유아용품,2018,12,web,100708
음·식료품,2018,12,web,315251
농축수산물,2018,12,web,80784
생활용품,2018,12,web,271350
자동차 및 자동차용품,2018,12,web,38056
가구,2018,12,web,98788
애완용품,2018,12,web,19851
여행 및 교통서비스,2018,12,web,572556
문화 및 레저서비스,2018,12,web,69403
e쿠폰서비스,2018,12,web,40676
음식서비스,2018,12,web,52591
기타서비스,2018,12,web,43518
기타,2018,12,web,145458
컴퓨터 및 주변기기,2019,01,mobile,232016
가전·전자·통신기기,2019,01,mobile,611551
서적,2019,01,mobile,73920
사무·문구,2019,01,mobile,37433
의복,2019,01,mobile,653845
신발,2019,01,mobile,102086
가방,2019,01,mobile,151766
패션용품 및 액세서리,2019,01,mobile,133863
스포츠·레저용품,2019,01,mobile,165312
화장품,2019,01,mobile,572616
아동·유아용품,2019,01,mobile,237986
음·식료품,2019,01,mobile,796103
농축수산물,2019,01,mobile,269825
생활용품,2019,01,mobile,557289
자동차 및 자동차용품,2019,01,mobile,61383
가구,2019,01,mobile,187910
애완용품,2019,01,mobile,52633
여행 및 교통서비스,2019,01,mobile,904380
문화 및 레저서비스,2019,01,mobile,98877
e쿠폰서비스,2019,01,mobile,204146
음식서비스,2019,01,mobile,568558
기타서비스,2019,01,mobile,35746
기타,2019,01,mobile,108084
컴퓨터 및 주변기기,2019,01,web,329496
가전·전자·통신기기,2019,01,web,451529
서적,2019,01,web,100029
사무·문구,2019,01,web,42332
의복,2019,01,web,453476
신발,2019,01,web,57560
가방,2019,01,web,50523
패션용품 및 액세서리,2019,01,web,57407
스포츠·레저용품,2019,01,web,110120
화장품,2019,01,web,328732
아동·유아용품,2019,01,web,75693
음·식료품,2019,01,web,397250
농축수산물,2019,01,web,143447
생활용품,2019,01,web,274481
자동차 및 자동차용품,2019,01,web,35085
가구,2019,01,web,96792
애완용품,2019,01,web,20185
여행 및 교통서비스,2019,01,web,634258
문화 및 레저서비스,2019,01,web,68836
e쿠폰서비스,2019,01,web,35976
음식서비스,2019,01,web,53351
기타서비스,2019,01,web,62056
기타,2019,01,web,115855
컴퓨터 및 주변기기,2019,02,mobile,237163
가전·전자·통신기기,2019,02,mobile,578935
서적,2019,02,mobile,63967
사무·문구,2019,02,mobile,33966
의복,2019,02,mobile,574960
신발,2019,02,mobile,103257
가방,2019,02,mobile,162258
패션용품 및 액세서리,2019,02,mobile,127988
스포츠·레저용품,2019,02,mobile,150020
화장품,2019,02,mobile,561471
아동·유아용품,2019,02,mobile,217104
음·식료품,2019,02,mobile,593161
농축수산물,2019,02,mobile,164432
생활용품,2019,02,mobile,496403
자동차 및 자동차용품,2019,02,mobile,50653
가구,2019,02,mobile,184617
애완용품,2019,02,mobile,45431
여행 및 교통서비스,2019,02,mobile,830402
문화 및 레저서비스,2019,02,mobile,113392
e쿠폰서비스,2019,02,mobile,207319
음식서비스,2019,02,mobile,566204
기타서비스,2019,02,mobile,34027
기타,2019,02,mobile,104577
컴퓨터 및 주변기기,2019,02,web,305306
가전·전자·통신기기,2019,02,web,403124
서적,2019,02,web,90350
사무·문구,2019,02,web,37243
의복,2019,02,web,384783
신발,2019,02,web,53174
가방,2019,02,web,49676
패션용품 및 액세서리,2019,02,web,57275
스포츠·레저용품,2019,02,web,101920
화장품,2019,02,web,301601
아동·유아용품,2019,02,web,69315
음·식료품,2019,02,web,274273
농축수산물,2019,02,web,66686
생활용품,2019,02,web,239248
자동차 및 자동차용품,2019,02,web,29204
가구,2019,02,web,89084
애완용품,2019,02,web,19901
여행 및 교통서비스,2019,02,web,587030
문화 및 레저서비스,2019,02,web,69543
e쿠폰서비스,2019,02,web,26790
음식서비스,2019,02,web,48759
기타서비스,2019,02,web,43859
기타,2019,02,web,117022
컴퓨터 및 주변기기,2019,03,mobile,219156
가전·전자·통신기기,2019,03,mobile,756020
서적,2019,03,mobile,81975
사무·문구,2019,03,mobile,38063
의복,2019,03,mobile,770960
신발,2019,03,mobile,131109
가방,2019,03,mobile,176296
패션용품 및 액세서리,2019,03,mobile,144911
스포츠·레저용품,2019,03,mobile,192918
화장품,2019,03,mobile,609446
아동·유아용품,2019,03,mobile,256428
음·식료품,2019,03,mobile,696293
농축수산물,2019,03,mobile,192821
생활용품,2019,03,mobile,578305
자동차 및 자동차용품,2019,03,mobile,63498
가구,2019,03,mobile,205141
애완용품,2019,03,mobile,51353
여행 및 교통서비스,2019,03,mobile,798643
문화 및 레저서비스,2019,03,mobile,102617
e쿠폰서비스,2019,03,mobile,223209
음식서비스,2019,03,mobile,639833
기타서비스,2019,03,mobile,38262
기타,2019,03,mobile,121766
컴퓨터 및 주변기기,2019,03,web,313340
가전·전자·통신기기,2019,03,web,568865
서적,2019,03,web,114766
사무·문구,2019,03,web,43678
의복,2019,03,web,467275
신발,2019,03,web,75702
가방,2019,03,web,53787
패션용품 및 액세서리,2019,03,web,66365
스포츠·레저용품,2019,03,web,138742
화장품,2019,03,web,416273
아동·유아용품,2019,03,web,81126
음·식료품,2019,03,web,330978
농축수산물,2019,03,web,85583
생활용품,2019,03,web,290887
자동차 및 자동차용품,2019,03,web,43395
가구,2019,03,web,104367
애완용품,2019,03,web,21791
여행 및 교통서비스,2019,03,web,581118
문화 및 레저서비스,2019,03,web,73468
e쿠폰서비스,2019,03,web,34335
음식서비스,2019,03,web,54675
기타서비스,2019,03,web,40724
기타,2019,03,web,205975
컴퓨터 및 주변기기,2019,04,mobile,189807
가전·전자·통신기기,2019,04,mobile,610496
서적,2019,04,mobile,61239
사무·문구,2019,04,mobile,36190
의복,2019,04,mobile,739473
신발,2019,04,mobile,126046
가방,2019,04,mobile,163407
패션용품 및 액세서리,2019,04,mobile,140228
스포츠·레저용품,2019,04,mobile,205397
화장품,2019,04,mobile,579626
아동·유아용품,2019,04,mobile,257972
음·식료품,2019,04,mobile,710012
농축수산물,2019,04,mobile,195328
생활용품,2019,04,mobile,527740
자동차 및 자동차용품,2019,04,mobile,58413
가구,2019,04,mobile,189071
애완용품,2019,04,mobile,51858
여행 및 교통서비스,2019,04,mobile,808109
문화 및 레저서비스,2019,04,mobile,105113
e쿠폰서비스,2019,04,mobile,197050
음식서비스,2019,04,mobile,637236
기타서비스,2019,04,mobile,36933
기타,2019,04,mobile,89517
컴퓨터 및 주변기기,2019,04,web,279362
가전·전자·통신기기,2019,04,web,523731
서적,2019,04,web,86671
사무·문구,2019,04,web,44447
의복,2019,04,web,464610
신발,2019,04,web,78125
가방,2019,04,web,55233
패션용품 및 액세서리,2019,04,web,73293
스포츠·레저용품,2019,04,web,155688
화장품,2019,04,web,384095
아동·유아용품,2019,04,web,96255
음·식료품,2019,04,web,348841
농축수산물,2019,04,web,90963
생활용품,2019,04,web,294143
자동차 및 자동차용품,2019,04,web,39003
가구,2019,04,web,99194
애완용품,2019,04,web,24066
여행 및 교통서비스,2019,04,web,586949
문화 및 레저서비스,2019,04,web,94922
e쿠폰서비스,2019,04,web,29748
음식서비스,2019,04,web,49084
기타서비스,2019,04,web,42662
기타,2019,04,web,106440
컴퓨터 및 주변기기,2019,05,mobile,176325
가전·전자·통신기기,2019,05,mobile,719082
서적,2019,05,mobile,55150
사무·문구,2019,05,mobile,33876
의복,2019,05,mobile,778175
신발,2019,05,mobile,133233
가방,2019,05,mobile,169509
패션용품 및 액세서리,2019,05,mobile,157272
스포츠·레저용품,2019,05,mobile,240235
화장품,2019,05,mobile,593608
아동·유아용품,2019,05,mobile,258008
음·식료품,2019,05,mobile,747270
농축수산물,2019,05,mobile,196679
생활용품,2019,05,mobile,565994
자동차 및 자동차용품,2019,05,mobile,63207
가구,2019,05,mobile,186633
애완용품,2019,05,mobile,53419
여행 및 교통서비스,2019,05,mobile,875280
문화 및 레저서비스,2019,05,mobile,103309
e쿠폰서비스,2019,05,mobile,240829
음식서비스,2019,05,mobile,692525
기타서비스,2019,05,mobile,44706
기타,2019,05,mobile,98440
컴퓨터 및 주변기기,2019,05,web,263783
가전·전자·통신기기,2019,05,web,577082
서적,2019,05,web,78172
사무·문구,2019,05,web,38273
의복,2019,05,web,500106
신발,2019,05,web,84205
가방,2019,05,web,55623
패션용품 및 액세서리,2019,05,web,76517
스포츠·레저용품,2019,05,web,168489
화장품,2019,05,web,396828
아동·유아용품,2019,05,web,89934
음·식료품,2019,05,web,364339
농축수산물,2019,05,web,88609
생활용품,2019,05,web,296296
자동차 및 자동차용품,2019,05,web,43129
가구,2019,05,web,103232
애완용품,2019,05,web,24044
여행 및 교통서비스,2019,05,web,614613
문화 및 레저서비스,2019,05,web,100869
e쿠폰서비스,2019,05,web,35151
음식서비스,2019,05,web,49857
기타서비스,2019,05,web,45501
기타,2019,05,web,97398
컴퓨터 및 주변기기,2019,06,mobile,148657
가전·전자·통신기기,2019,06,mobile,688858
서적,2019,06,mobile,52055
사무·문구,2019,06,mobile,30694
의복,2019,06,mobile,693361
신발,2019,06,mobile,126674
가방,2019,06,mobile,161773
패션용품 및 액세서리,2019,06,mobile,149156
스포츠·레저용품,2019,06,mobile,217734
화장품,2019,06,mobile,569708
아동·유아용품,2019,06,mobile,228542
음·식료품,2019,06,mobile,703854
농축수산물,2019,06,mobile,190836
생활용품,2019,06,mobile,544587
자동차 및 자동차용품,2019,06,mobile,59477
가구,2019,06,mobile,180435
애완용품,2019,06,mobile,55761
여행 및 교통서비스,2019,06,mobile,871038
문화 및 레저서비스,2019,06,mobile,137409
e쿠폰서비스,2019,06,mobile,226581
음식서비스,2019,06,mobile,722286
기타서비스,2019,06,mobile,43805
기타,2019,06,mobile,86824
컴퓨터 및 주변기기,2019,06,web,240539
가전·전자·통신기기,2019,06,web,488946
서적,2019,06,web,70403
사무·문구,2019,06,web,32913
의복,2019,06,web,440260
신발,2019,06,web,84744
가방,2019,06,web,48750
패션용품 및 액세서리,2019,06,web,66261
스포츠·레저용품,2019,06,web,145672
화장품,2019,06,web,375254
아동·유아용품,2019,06,web,75393
음·식료품,2019,06,web,336297
농축수산물,2019,06,web,79003
생활용품,2019,06,web,267664
자동차 및 자동차용품,2019,06,web,39230
가구,2019,06,web,93606
애완용품,2019,06,web,22063
여행 및 교통서비스,2019,06,web,612674
문화 및 레저서비스,2019,06,web,110917
e쿠폰서비스,2019,06,web,33275
음식서비스,2019,06,web,52192
기타서비스,2019,06,web,44161
기타,2019,06,web,74843
컴퓨터 및 주변기기,2019,07,mobile,171823
가전·전자·통신기기,2019,07,mobile,708286
서적,2019,07,mobile,66886
사무·문구,2019,07,mobile,33219
의복,2019,07,mobile,682223
신발,2019,07,mobile,127793
가방,2019,07,mobile,155097
패션용품 및 액세서리,2019,07,mobile,161154
스포츠·레저용품,2019,07,mobile,231926
화장품,2019,07,mobile,589441
아동·유아용품,2019,07,mobile,236846
음·식료품,2019,07,mobile,734948
농축수산물,2019,07,mobile,199602
생활용품,2019,07,mobile,564752
자동차 및 자동차용품,2019,07,mobile,58536
가구,2019,07,mobile,173145
애완용품,2019,07,mobile,55767
여행 및 교통서비스,2019,07,mobile,994070
문화 및 레저서비스,2019,07,mobile,122460
e쿠폰서비스,2019,07,mobile,246695
음식서비스,2019,07,mobile,773268
기타서비스,2019,07,mobile,51758
기타,2019,07,mobile,97630
컴퓨터 및 주변기기,2019,07,web,271299
가전·전자·통신기기,2019,07,web,522133
서적,2019,07,web,89520
사무·문구,2019,07,web,36270
의복,2019,07,web,457448
신발,2019,07,web,77272
가방,2019,07,web,54842
패션용품 및 액세서리,2019,07,web,70801
스포츠·레저용품,2019,07,web,159170
화장품,2019,07,web,397100
아동·유아용품,2019,07,web,81422
음·식료품,2019,07,web,358010
농축수산물,2019,07,web,83075
생활용품,2019,07,web,280599
자동차 및 자동차용품,2019,07,web,38768
가구,2019,07,web,93750
애완용품,2019,07,web,22177
여행 및 교통서비스,2019,07,web,657421
문화 및 레저서비스,2019,07,web,93469
e쿠폰서비스,2019,07,web,35781
음식서비스,2019,07,web,55648
기타서비스,2019,07,web,44998
기타,2019,07,web,84678
컴퓨터 및 주변기기,2019,08,mobile,178221
가전·전자·통신기기,2019,08,mobile,687235
서적,2019,08,mobile,65476
사무·문구,2019,08,mobile,32838
의복,2019,08,mobile,564575
신발,2019,08,mobile,102668
가방,2019,08,mobile,170164
패션용품 및 액세서리,2019,08,mobile,146760
스포츠·레저용품,2019,08,mobile,201643
화장품,2019,08,mobile,606331
아동·유아용품,2019,08,mobile,233726
음·식료품,2019,08,mobile,808494
농축수산물,2019,08,mobile,217195
생활용품,2019,08,mobile,586206
자동차 및 자동차용품,2019,08,mobile,61443
가구,2019,08,mobile,186216
애완용품,2019,08,mobile,55364
여행 및 교통서비스,2019,08,mobile,1034627
문화 및 레저서비스,2019,08,mobile,123257
e쿠폰서비스,2019,08,mobile,255559
음식서비스,2019,08,mobile,857555
기타서비스,2019,08,mobile,70896
기타,2019,08,mobile,96433
컴퓨터 및 주변기기,2019,08,web,269744
가전·전자·통신기기,2019,08,web,511230
서적,2019,08,web,88775
사무·문구,2019,08,web,36165
의복,2019,08,web,347920
신발,2019,08,web,59872
가방,2019,08,web,52064
패션용품 및 액세서리,2019,08,web,65641
스포츠·레저용품,2019,08,web,136062
화장품,2019,08,web,433334
아동·유아용품,2019,08,web,75234
음·식료품,2019,08,web,407028
농축수산물,2019,08,web,104335
생활용품,2019,08,web,288626
자동차 및 자동차용품,2019,08,web,50770
가구,2019,08,web,93136
애완용품,2019,08,web,21988
여행 및 교통서비스,2019,08,web,658142
문화 및 레저서비스,2019,08,web,96812
e쿠폰서비스,2019,08,web,53619
음식서비스,2019,08,web,59450
기타서비스,2019,08,web,58226
기타,2019,08,web,107102
컴퓨터 및 주변기기,2019,09,mobile,174623
가전·전자·통신기기,2019,09,mobile,634009
서적,2019,09,mobile,65084
사무·문구,2019,09,mobile,34068
의복,2019,09,mobile,755340
신발,2019,09,mobile,122879
가방,2019,09,mobile,174824
패션용품 및 액세서리,2019,09,mobile,146480
스포츠·레저용품,2019,09,mobile,205431
화장품,2019,09,mobile,618749
아동·유아용품,2019,09,mobile,244722
음·식료품,2019,09,mobile,823544
농축수산물,2019,09,mobile,247714
생활용품,2019,09,mobile,577839
자동차 및 자동차용품,2019,09,mobile,74993
가구,2019,09,mobile,199190
애완용품,2019,09,mobile,57337
여행 및 교통서비스,2019,09,mobile,836955
문화 및 레저서비스,2019,09,mobile,83400
e쿠폰서비스,2019,09,mobile,242452
음식서비스,2019,09,mobile,799765
기타서비스,2019,09,mobile,59355
기타,2019,09,mobile,112710
컴퓨터 및 주변기기,2019,09,web,261053
가전·전자·통신기기,2019,09,web,462355
서적,2019,09,web,82034
사무·문구,2019,09,web,35372
의복,2019,09,web,431788
신발,2019,09,web,78129
가방,2019,09,web,54017
패션용품 및 액세서리,2019,09,web,65576
스포츠·레저용품,2019,09,web,138503
화장품,2019,09,web,483892
아동·유아용품,2019,09,web,80547
음·식료품,2019,09,web,410214
농축수산물,2019,09,web,126828
생활용품,2019,09,web,281795
자동차 및 자동차용품,2019,09,web,94800
가구,2019,09,web,92330
애완용품,2019,09,web,25333
여행 및 교통서비스,2019,09,web,533192
문화 및 레저서비스,2019,09,web,83251
e쿠폰서비스,2019,09,web,34358
음식서비스,2019,09,web,55127
기타서비스,2019,09,web,115446
기타,2019,09,web,80243
컴퓨터 및 주변기기,2019,10,mobile,170182
가전·전자·통신기기,2019,10,mobile,674287
서적,2019,10,mobile,58084
사무·문구,2019,10,mobile,39956
의복,2019,10,mobile,903280
신발,2019,10,mobile,129679
가방,2019,10,mobile,180964
패션용품 및 액세서리,2019,10,mobile,142827
스포츠·레저용품,2019,10,mobile,246005
화장품,2019,10,mobile,655866
아동·유아용품,2019,10,mobile,264669
음·식료품,2019,10,mobile,827011
농축수산물,2019,10,mobile,224229
생활용품,2019,10,mobile,616337
자동차 및 자동차용품,2019,10,mobile,64363
가구,2019,10,mobile,223859
애완용품,2019,10,mobile,63472
여행 및 교통서비스,2019,10,mobile,888311
문화 및 레저서비스,2019,10,mobile,91494
e쿠폰서비스,2019,10,mobile,266750
음식서비스,2019,10,mobile,854572
기타서비스,2019,10,mobile,57826
기타,2019,10,mobile,108815
컴퓨터 및 주변기기,2019,10,web,274936
가전·전자·통신기기,2019,10,web,525905
서적,2019,10,web,75696
사무·문구,2019,10,web,38660
의복,2019,10,web,509999
신발,2019,10,web,82966
가방,2019,10,web,54563
